From	Entry	Reviewed	Entry Name	Protein names	Gene Names	GeneID	Ensembl	Gene Ontology (molecular function)	Gene Ontology (biological process)	Gene Ontology (cellular component)
P09058	P62243	reviewed	RS8_RAT	Small ribosomal subunit protein eS8 (40S ribosomal protein S8)	Rps8	65136;	ENSRNOT00055021504;ENSRNOT00060052212;ENSRNOT00065028324;	structural constituent of ribosome [GO:0003735]	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412]	cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; nucleolus [GO:0005730]; postsynapse [GO:0098794]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; small-subunit processome [GO:0032040]
P39027	P62244	reviewed	RS15A_HUMAN	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)	RPS15A OK/SW-cl.82	6210;	ENST00000322989.8;ENST00000563390.5;ENST00000565420.5;ENST00000572008.5;	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytoplasmic translation [GO:0002181]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; response to virus [GO:0009615]; ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]; synapse [GO:0045202]
P39027	P62245	reviewed	RS15A_MOUSE	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)	Rps15a	267019;	ENSMUST00000106588.8;ENSMUST00000131374.8;ENSMUST00000172457.8;	structural constituent of ribosome [GO:0003735]	cytoplasmic translation [GO:0002181]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; response to virus [GO:0009615]; ribosomal small subunit biogenesis [GO:0042274]; translation at postsynapse [GO:0140242]; translation at presynapse [GO:0140236]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; postsynapse [GO:0098794]; presynapse [GO:0098793]; ribosome [GO:0005840]; small-subunit processome [GO:0032040]; synapse [GO:0045202]
P39027	P62246	reviewed	RS15A_RAT	Small ribosomal subunit protein uS8 (40S ribosomal protein S15a)	Rps15a	117053;	ENSRNOT00000092282.2;ENSRNOT00055011172;ENSRNOT00060031073;ENSRNOT00065050678;	structural constituent of ribosome [GO:0003735]	positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; response to virus [GO:0009615]; ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; synapse [GO:0045202]
P17008	P62249	reviewed	RS16_HUMAN	Small ribosomal subunit protein uS9 (40S ribosomal protein S16)	RPS16	6217;	ENST00000251453.8;	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cellular response to leukemia inhibitory factor [GO:1990830]; cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small ribosomal subunit [GO:0015935]; small-subunit processome [GO:0032040]; synapse [GO:0045202]
P17008	P62250	reviewed	RS16_RAT	Small ribosomal subunit protein uS9 (40S ribosomal protein S16)	Rps16	140655;	ENSRNOT00060051621;ENSRNOT00065058446;	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cellular response to leukemia inhibitory factor [GO:1990830]; liver regeneration [GO:0097421]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]; translation [GO:0006412]	cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; small ribosomal subunit [GO:0015935]; small-subunit processome [GO:0032040]; synapse [GO:0045202]
P42655	P62258	reviewed	1433E_HUMAN	14-3-3 protein epsilon (14-3-3E)	YWHAE	7531;	ENST00000264335.13 [P62258-1];ENST00000571732.5 [P62258-2];ENST00000616643.3 [P62258-2];ENST00000627231.2 [P62258-1];	cadherin binding [GO:0045296]; calcium channel inhibitor activity [GO:0019855]; calcium channel regulator activity [GO:0005246]; enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; MHC class II protein complex binding [GO:0023026]; phosphoprotein binding [GO:0051219]; phosphoserine residue binding [GO:0050815]; potassium channel regulator activity [GO:0015459]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein phosphatase binding [GO:0019903]; protein sequestering activity [GO:0140311]; RNA binding [GO:0003723]; scaffold protein binding [GO:0097110]; signaling adaptor activity [GO:0035591]; transmembrane transporter binding [GO:0044325]; ubiquitin protein ligase binding [GO:0031625]	cellular response to heat [GO:0034605]; cerebral cortex development [GO:0021987]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; cytoplasmic sequestering of protein [GO:0051220]; hippocampus development [GO:0021766]; intracellular signal transduction [GO:0035556]; MAPK cascade [GO:0000165]; membrane repolarization during cardiac muscle cell action potential [GO:0086013]; negative regulation of calcium ion export across plasma membrane [GO:1905913]; negative regulation of peptidyl-serine dephosphorylation [GO:1902309]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; neuron migration [GO:0001764]; positive regulation of hippo signaling [GO:0035332]; positive regulation of protein export from nucleus [GO:0046827]; protein localization [GO:0008104]; protein localization to endoplasmic reticulum [GO:0070972]; protein localization to nucleus [GO:0034504]; protein targeting [GO:0006605]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of heart rate by hormone [GO:0003064]; regulation of membrane repolarization [GO:0060306]; regulation of mitotic cell cycle [GO:0007346]; regulation of potassium ion transmembrane transporter activity [GO:1901016]; signal transduction [GO:0007165]; substantia nigra development [GO:0021762]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; melanosome [GO:0042470]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; nucleus [GO:0005634]
P42655	P62259	reviewed	1433E_MOUSE	14-3-3 protein epsilon (14-3-3E)	Ywhae	22627;	ENSMUST00000067664.10;	calcium channel regulator activity [GO:0005246]; enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; phosphoserine residue binding [GO:0050815]; potassium channel regulator activity [GO:0015459]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein phosphatase binding [GO:0019903]; protein sequestering activity [GO:0140311]; protein-containing complex binding [GO:0044877]; scaffold protein binding [GO:0097110]; signaling adaptor activity [GO:0035591]; transmembrane transporter binding [GO:0044325]; ubiquitin protein ligase binding [GO:0031625]	cellular response to heat [GO:0034605]; cerebral cortex development [GO:0021987]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; hippocampus development [GO:0021766]; MAPK cascade [GO:0000165]; negative regulation of calcium ion export across plasma membrane [GO:1905913]; negative regulation of peptidyl-serine dephosphorylation [GO:1902309]; negative regulation of protein dephosphorylation [GO:0035308]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; neuron migration [GO:0001764]; positive regulation of protein export from nucleus [GO:0046827]; protein localization [GO:0008104]; protein localization to endoplasmic reticulum [GO:0070972]; protein localization to nucleus [GO:0034504]; protein targeting [GO:0006605]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of membrane repolarization [GO:0060306]; regulation of mitotic cell cycle [GO:0007346]; regulation of postsynaptic membrane neurotransmitter receptor levels [GO:0099072]; signal transduction [GO:0007165]	axon [GO:0030424]; central region of growth cone [GO:0090724]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; glutamatergic synapse [GO:0098978]; kinesin complex [GO:0005871]; melanosome [GO:0042470]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synapse [GO:0045202]
P42655	P62260	reviewed	1433E_RAT	14-3-3 protein epsilon (14-3-3E) (Mitochondrial import stimulation factor L subunit) (MSF L)	Ywhae	29753;	ENSRNOT00000007100.6;	calcium channel regulator activity [GO:0005246]; enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; phosphoprotein binding [GO:0051219]; phosphoserine residue binding [GO:0050815]; potassium channel regulator activity [GO:0015459]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein kinase C inhibitor activity [GO:0008426]; protein phosphatase binding [GO:0019903]; protein sequestering activity [GO:0140311]; protein-containing complex binding [GO:0044877]; scaffold protein binding [GO:0097110]; signaling adaptor activity [GO:0035591]; transmembrane transporter binding [GO:0044325]; ubiquitin protein ligase binding [GO:0031625]	cellular response to heat [GO:0034605]; cerebral cortex development [GO:0021987]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; hippocampus development [GO:0021766]; MAPK cascade [GO:0000165]; negative regulation of calcium ion export across plasma membrane [GO:1905913]; negative regulation of peptidyl-serine dephosphorylation [GO:1902309]; negative regulation of protein dephosphorylation [GO:0035308]; neuron migration [GO:0001764]; positive regulation of protein export from nucleus [GO:0046827]; protein localization [GO:0008104]; protein localization to nucleus [GO:0034504]; protein targeting [GO:0006605]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of membrane repolarization [GO:0060306]; regulation of mitotic cell cycle [GO:0007346]; regulation of postsynaptic membrane neurotransmitter receptor levels [GO:0099072]; signal transduction [GO:0007165]	axon [GO:0030424]; central region of growth cone [GO:0090724]; cytoplasm [GO:0005737]; glutamatergic synapse [GO:0098978]; kinesin complex [GO:0005871]; melanosome [GO:0042470]; nucleus [GO:0005634]; synapse [GO:0045202]
P42655	P62261	reviewed	1433E_BOVIN	14-3-3 protein epsilon (14-3-3E)	YWHAE	282125;	ENSBTAT00000007442.6;	phosphoserine residue binding [GO:0050815]; phosphothreonine residue binding [GO:0050816]	activation of protein kinase C activity [GO:1990051]; cellular response to heat [GO:0034605]; MAPK cascade [GO:0000165]; positive regulation of protein export from nucleus [GO:0046827]; protein localization [GO:0008104]; protein localization to nucleus [GO:0034504]; regulation of mitotic cell cycle [GO:0007346]; signal transduction [GO:0007165]	cytoplasm [GO:0005737]; melanosome [GO:0042470]; nucleus [GO:0005634]
P42655	P62262	reviewed	1433E_SHEEP	14-3-3 protein epsilon (14-3-3E) (Protein kinase C inhibitor protein 1) (KCIP-1)	YWHAE		ENSOART00020017982;	calcium channel regulator activity [GO:0005246]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; phosphoserine residue binding [GO:0050815]; potassium channel regulator activity [GO:0015459]; protein heterodimerization activity [GO:0046982]; protein sequestering activity [GO:0140311]; scaffold protein binding [GO:0097110]; signaling adaptor activity [GO:0035591]; transmembrane transporter binding [GO:0044325]; ubiquitin protein ligase binding [GO:0031625]	cellular response to heat [GO:0034605]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; MAPK cascade [GO:0000165]; negative regulation of calcium ion export across plasma membrane [GO:1905913]; negative regulation of peptidyl-serine dephosphorylation [GO:1902309]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; positive regulation of protein export from nucleus [GO:0046827]; protein localization to endoplasmic reticulum [GO:0070972]; protein localization to nucleus [GO:0034504]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of membrane repolarization [GO:0060306]; regulation of mitotic cell cycle [GO:0007346]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; melanosome [GO:0042470]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
P06366	P62263	reviewed	RS14_HUMAN	Small ribosomal subunit protein uS11 (40S ribosomal protein S14)	RPS14 PRO2640	6208;	ENST00000312037.6;ENST00000401695.8;ENST00000407193.7;ENST00000521466.5;	mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation regulator activity [GO:0045182]	cytoplasmic translation [GO:0002181]; erythrocyte differentiation [GO:0030218]; maturation of SSU-rRNA [GO:0030490]; negative regulation of transcription by RNA polymerase II [GO:0000122]; ribosomal small subunit assembly [GO:0000028]; ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; postsynaptic density [GO:0014069]; small-subunit processome [GO:0032040]
P06366	P62264	reviewed	RS14_MOUSE	Small ribosomal subunit protein uS11 (40S ribosomal protein S14)	Rps14	20044;	ENSMUST00000025511.11;ENSMUST00000118551.8;ENSMUST00000122279.2;ENSMUST00000235603.2;ENSMUST00000235966.2;	mRNA 5'-UTR binding [GO:0048027]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation regulator activity [GO:0045182]	cytoplasmic translation [GO:0002181]; erythrocyte differentiation [GO:0030218]; maturation of SSU-rRNA [GO:0030490]; negative regulation of transcription by RNA polymerase II [GO:0000122]; ribosomal small subunit assembly [GO:0000028]; ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412]; translation at postsynapse [GO:0140242]; translation at presynapse [GO:0140236]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; ribosome [GO:0005840]; small-subunit processome [GO:0032040]; synapse [GO:0045202]
P06366	P62265	reviewed	RS14_CRIGR	Small ribosomal subunit protein uS11 (40S ribosomal protein S14)	RPS14 EMTB	100689292;	ENSCGRT00000009118;ENSCGRT00001023942.1;ENSCGRT00015034928;	structural constituent of ribosome [GO:0003735]	ribosomal small subunit assembly [GO:0000028]; ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
